Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	CREEDS_ID	GEO_ID	DrugBank_ID	p-value	q-value	Fold_Change	Specificity
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Imatinib	drug:2764	GSE24493	DB00619	0.00190769	0.00459122	0.171151	1.539882968894364E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.00230708	0.00555677	0.4125	1.696928559307653E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Azacitidine	drug:2534	GSE29077	DB00928	0.00327717	0.0382492	0.258435	0.001251564455569462
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Bicalutamide	drug:3088	GSE7708	DB01128	0.00543382	0.0121146	0.527518	1.213444970270598E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Puromycin,ec50,3d	drug:3269	GSE6930		0.00549554	0.0344696	0.35527	0.001574803149606299
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Vemurafenib	drug:2495	GSE42872		0.00565907	0.0123657	0.214683	1.780626780626781E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Cytarabine	drug:3374	GSE6930	DB00987	0.00597408	0.0292802	0.443937	6.596306068601583E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Lysophosphatidicacid	drug:3225	GSE26309		0.00608868	0.0325707	0.657616	8.795074758135445E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Lipopolysaccharide	drug:3486	GSE5504		0.00667619	0.0328754	0.83	2.989536621823618E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00924011	0.0188406	0.221579	2.684563758389261E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Adenosinetriphosphate	drug:3219	GSE30903		0.0104493	0.0317092	0.191813	2.424830261881668E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Argyrina	drug:3054	GSE8565		0.0106464	0.0314897	0.288661	2.547121752419766E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Estradiol	drug:2733	GSE26834	DB00783	0.0140463	0.0413441	0.132283	4.046944556859571E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Mk-886	drug:3192	GSE3202		0.0157147	0.0385773	0.132071	2.081165452653486E-4
WDR47	22911	Novel DORGE-TSG	0.716927125046262	Chlorpyrifos	drug:3571	GSE5023		0.021097	0.0446555	0.122808	2.67379679144385E-4
CLTC	1213	CGC-TSG	0.995055773885522	Naturalalphainterferon	drug:2473	GSE5542	DB05258	1.43159E-6	1.5544E-5	0.585234	3.61794500723589E-4
CLTC	1213	CGC-TSG	0.995055773885522	Imatinib	drug:2526	GSE22433	DB00619	6.68125E-6	9.76126E-5	0.628841	2.952465308532625E-4
CLTC	1213	CGC-TSG	0.995055773885522	Nicotine	drug:3064	GSE6264	DB00184	1.04433E-5	0.00488361	0.847385	9.737098344693282E-4
CLTC	1213	CGC-TSG	0.995055773885522	Cisplatin	drug:3153	GSE47856	DB00515	3.22529E-5	2.89547E-4	0.117127	1.843657817109145E-4
CLTC	1213	CGC-TSG	0.995055773885522	Aminolevulinicacid	drug:2575	GSE8920	DB00855	9.03067E-5	5.10142E-4	0.123856	2.684563758389261E-4
CLTC	1213	CGC-TSG	0.995055773885522	Sulforaphane	drug:3445	GSE28813		9.84656E-5	9.89751E-4	0.79137	2.112378538234052E-4
CLTC	1213	CGC-TSG	0.995055773885522	Bisphenola	drug:2662	GSE17624		1.22194E-4	5.86556E-4	0.121285	1.909854851031322E-4
CLTC	1213	CGC-TSG	0.995055773885522	Bortezomib	drug:2686	GSE30931	DB00188	1.68951E-4	0.00414209	0.496079	0.001024590163934426
CLTC	1213	CGC-TSG	0.995055773885522	Methotrexate	drug:2541	GSE23687	DB00563	2.87235E-4	0.0141265	0.217323	0.002398081534772182
CLTC	1213	CGC-TSG	0.995055773885522	Imatinib	drug:2515	GSE1922	DB00619	3.73564E-4	0.00199769	0.219044	4.156275976724855E-4
CLTC	1213	CGC-TSG	0.995055773885522	Bexarotene	drug:2680	GSE6914	DB00307	5.77855E-4	0.00140029	1.24388	1.636393388970708E-4
CLTC	1213	CGC-TSG	0.995055773885522	Mesalazine	drug:3195	GSE38713	DB00244	6.06932E-4	0.0061255	0.00436206	4.342162396873643E-4
CLTC	1213	CGC-TSG	0.995055773885522	Imatinib	drug:2517	GSE1922	DB00619	8.35112E-4	0.00230235	0.169498	2.141786249732277E-4
CLTC	1213	CGC-TSG	0.995055773885522	Bpde	drug:3379	GSE19510		0.00118801	0.00328385	0.0561335	1.636125654450262E-4
CLTC	1213	CGC-TSG	0.995055773885522	Imatinib	drug:2527	GSE19567	DB00619	0.00168418	0.00445955	1.37786	1.996406468356957E-4
CLTC	1213	CGC-TSG	0.995055773885522	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		0.00169358	0.00638593	0.0536127	2.164970772894566E-4
CLTC	1213	CGC-TSG	0.995055773885522	Imatinib	drug:2516	GSE1922	DB00619	0.00172626	0.00655189	0.222676	2.884338044418806E-4
CLTC	1213	CGC-TSG	0.995055773885522	Puromycin,ec50,5d	drug:3270	GSE6930		0.00185687	0.00408921	7.01182E-4	3.644314868804665E-4
CLTC	1213	CGC-TSG	0.995055773885522	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00229418	0.00594068	0.507743	3.139717425431711E-4
CLTC	1213	CGC-TSG	0.995055773885522	4-hydroxynonenal	drug:3081	GSE2397		0.00550706	0.0201263	0.402567	2.799552071668533E-4
CLTC	1213	CGC-TSG	0.995055773885522	Cadmium	drug:3402	GSE9951		0.00577458	0.00764983	0.0551761	9.932459276916965E-5
CLTC	1213	CGC-TSG	0.995055773885522	Vanadiumpentoxide	drug:3558	GSE5339		0.0171294	0.0236748	0.0959331	1.523925632429137E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Mercury	drug:3533	GSE6907		4.45949E-8	4.52063E-6	1.35846	4.003202562049639E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Estradiol	drug:2733	GSE26834	DB00783	7.3146E-7	9.58292E-5	0.296823	4.046944556859571E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Chromium	drug:3534	GSE6907		2.25327E-6	3.74798E-5	0.751623	4.73260766682442E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Bisphenola	drug:2661	GSE17624		2.33743E-6	2.38358E-5	0.113963	2.039151712887439E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Nickel	drug:3531	GSE6907		3.41304E-6	2.99625E-5	0.892464	4.428697962798937E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Doxorubicin	drug:2720	GSE12972	DB00997	4.74873E-6	6.3192E-6	0.36323	2.027986209693774E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Cycloheximide	drug:3059	GSE8597		4.9753E-6	3.63721E-5	0.64789	2.105706464518846E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Trovafloxacin	drug:2623	GSE9166	DB00685	1.33877E-5	2.66276E-4	1.65004	5.733944954128441E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		2.16999E-5	1.34081E-4	0.411389	3.549875754348598E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Doxorubicin	drug:3180	GSE58074	DB00997	2.98844E-5	3.98196E-4	1.15015	2.877697841726619E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Antimony	drug:3532	GSE6907		4.96981E-5	1.0199E-4	1.02089	2.347417840375587E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Bisphenola	drug:2662	GSE17624		2.13064E-4	9.2753E-4	0.0640524	1.909854851031322E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Cyfluthrin	drug:3572	GSE5023		2.25533E-4	0.00159783	0.272375	2.352941176470588E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Vx	drug:3376	GSE33606		2.74039E-4	0.00165556	0.431888	2.499375156210947E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Celecoxib	drug:2501	GSE54657	DB00482	3.42246E-4	0.0042708	0.275666	3.017501508750754E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Harman	drug:3482	GSE5080		6.20137E-4	0.00272825	0.34325	2.619858527639508E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Metformin	drug:2483	GSE33612	DB00331	6.23389E-4	0.00355848	0.493997	2.707092582566324E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00107947	0.00384269	0.557002	1.329080276448698E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Carboplatin	drug:3089	GSE13525	DB00958	0.00133782	0.013591	0.310353	5.793742757821553E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Estradiol	drug:2487	GSE46924	DB00783	0.00141079	0.0133873	0.381104	4.770992366412214E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Calcitriol	drug:3129	GSE52819		0.00222154	0.0116956	0.47712	2.928257686676427E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Estradiol	drug:2731	GSE8597	DB00783	0.00251004	0.0173842	0.291257	4.796163069544365E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Estradiol	drug:3061	GSE4668	DB00783	0.00321135	0.0109935	0.0852384	4.139072847682119E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Trovafloxacin	drug:3036	GSE9166	DB00685	0.0036308	0.0303729	0.989297	9.794319294809011E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Estradiol	drug:3063	GSE4668	DB00783	0.00447031	0.0376726	0.380886	0.00111358574610245
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Doxorubicin	drug:3263	GSE6930	DB00997	0.00664928	0.00760668	0.218766	1.692047377326565E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Doxorubicin	drug:3262	GSE6930	DB00997	0.00792408	0.0194188	0.498525	5.254860746190226E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Vanadiumpentoxide	drug:3558	GSE5339		0.00812522	0.012168	0.252076	1.523925632429137E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Clinafloxacin	drug:2625	GSE9166		0.00827632	0.0340135	0.24714	7.782101167315176E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Lipopolysaccharide	drug:3486	GSE5504		0.0116925	0.0451875	0.45875	2.989536621823618E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Doxorubicin	drug:3265	GSE6930	DB00997	0.0126538	0.0248019	0.521062	4.460303300624443E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Vanadiumpentoxide	drug:3556	GSE5339		0.0129577	0.0434876	0.155092	4.782400765184123E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Dasatinib	drug:3306	GSE59357	DB01254	0.0132792	0.0248246	0.13184	1.271617497456765E-4
TFAM	7019	Novel DORGE-TSG	0.89376144851358	Cisplatin	drug:3152	GSE47856	DB00515	0.0183686	0.0438856	0.220723	2.019793981013936E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Nitricoxide	drug:3181	GSE13887	DB00435	3.58846E-8	8.22375E-7	1.57204	1.359434475258292E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Antimony	drug:3532	GSE6907		1.44728E-7	9.89775E-7	0.159818	2.347417840375587E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Lmp-420	drug:3222	GSE20211		5.79277E-7	1.2036E-5	0.112239	2.338087444470423E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Metformin	drug:2483	GSE33612	DB00331	9.11642E-7	4.07072E-5	0.690673	2.707092582566324E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Curcumin	drug:3258	GSE10896		3.97107E-6	1.91729E-4	0.475131	2.867794665901921E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Doxorubicin	drug:2533	GSE24460	DB00997	4.39885E-6	6.94415E-4	5.62307	5.307855626326964E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		1.14885E-5	1.19008E-4	0.517747	2.052123948286476E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Resveratrol	drug:3500	GSE25412	DB02709	1.76496E-5	1.60665E-4	0.718527	2.961208172934557E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Dexamethasone	drug:3169	GSE34313	DB01234	2.85823E-5	3.43375E-4	0.582331	2.454590083456063E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Lysophosphatidicacid	drug:3224	GSE26309		3.43353E-5	9.0503E-4	0.764679	8.726003490401396E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Interferonbeta-1a	drug:3186	GSE26104	DB00060	3.67637E-5	8.2074E-4	0.47	2.985965959988056E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	4-hydroxynonenal	drug:3082	GSE2397		5.43516E-5	8.22096E-4	0.129273	1.68123739071957E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Adenosinetriphosphate	drug:3220	GSE30903		7.10714E-5	8.96579E-4	0.17521	2.76243093922652E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Imatinib	drug:2764	GSE24493	DB00619	7.72389E-5	3.49128E-4	0.0938614	1.539882968894364E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Lysophosphatidicacid	drug:3225	GSE26309		8.51577E-5	0.00186498	0.934466	8.795074758135445E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Harman	drug:3482	GSE5080		3.22848E-4	0.00167498	0.334742	2.619858527639508E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Bisphenola	drug:2661	GSE17624		3.79591E-4	0.00147068	0.304872	2.039151712887439E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		3.90979E-4	0.00229214	0.29032	2.619172341540073E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Lysophosphatidicacid	drug:3223	GSE26309		4.98175E-4	0.00639067	0.653109	9.68054211035818E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Interferonbeta-1a	drug:3187	GSE26104	DB00060	8.46378E-4	0.00446957	0.22	2.410219329959026E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00111297	0.00322942	0.156612	3.139717425431711E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	4-hydroxynonenal	drug:3081	GSE2397		0.00120261	0.00676691	0.0987737	2.799552071668533E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00130572	0.00434934	0.866615	1.329080276448698E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Bisphenola	drug:2659	GSE17624		0.00153161	0.0155907	0.589795	6.188118811881188E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Etanercept	drug:2610	GSE11903	DB00005	0.00209035	0.0102054	0.825288	4.177109440267335E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Nickel	drug:3480	GSE6281		0.00280056	0.0130299	0.00934708	2.100840336134454E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Bisphenola	drug:2663	GSE17624		0.00291077	0.00722025	0.337119	1.974333662388944E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Nicotine	drug:3064	GSE6264	DB00184	0.00308656	0.043276	0.848329	9.737098344693282E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Cytarabine	drug:3375	GSE6930	DB00987	0.00341444	0.0058955	0.180268	3.819709702062643E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Calcitriol	drug:3126	GSE52819		0.00639242	0.0270385	0.289063	3.549875754348598E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Argyrina	drug:3054	GSE8565		0.00669699	0.0221774	0.630466	2.547121752419766E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Etanercept	drug:2605	GSE41663	DB00005	0.00938564	0.0478019	0.489198	5.497526113249038E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Cisplatin	drug:3148	GSE47856	DB00515	0.0109307	0.0360493	0.256323	2.845759817871372E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Cycloheximide	drug:3059	GSE8597		0.0121693	0.0307985	0.318063	2.105706464518846E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Cytarabine	drug:3373	GSE6930	DB00987	0.0140484	0.0496841	0.251751	8.012820512820513E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Imatinib	drug:2513	GSE1922	DB00619	0.0173497	0.037163	0.12012	3.248862897985705E-4
IGF2BP2	10644	CGC-TSG	0.739502931968742	Cyfluthrin	drug:3572	GSE5023		0.0195988	0.0451797	0.351247	2.352941176470588E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Imatinib	drug:2526	GSE22433	DB00619	6.73266E-10	1.1194E-7	1.452	2.952465308532625E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	R1881	drug:3048	GSE22606		7.50169E-7	3.43156E-5	2.78114	3.556187766714083E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Bicalutamide	drug:3088	GSE7708	DB01128	1.68053E-6	1.46406E-5	0.116834	1.213444970270598E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Alfacalcidol	drug:3362	GSE15947	DB01436	3.42049E-6	2.60924E-4	0.882157	0.001053740779768177
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Imatinib	drug:2527	GSE19567	DB00619	8.43232E-6	6.48523E-5	0.705552	1.996406468356957E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cisplatin	drug:3143	GSE47856	DB00515	1.0595E-5	4.80733E-4	0.856815	4.916420845624386E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Promegestone	drug:3694	GSE67561		1.79881E-5	2.87449E-4	0.470976	5.543237250554324E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Naturalalphainterferon	drug:2474	GSE5542	DB05258	3.44851E-5	1.79281E-4	0.250977	2.962962962962963E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cisplatin	drug:3144	GSE47856	DB00515	3.82341E-5	0.00893202	0.81911	0.003058103975535168
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Arachidonicacid	drug:3171	GSE3737	DB04557	5.79617E-5	0.00139193	1.72238	1.329080276448698E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Tretinoin	drug:3233	GSE23702	DB00755	7.31803E-5	1.49122E-4	0.4	1.034875297526648E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Estradiol	drug:3203	GSE12446	DB00783	9.34248E-5	0.00149397	0.912737	3.292723081988805E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Nickel	drug:3480	GSE6281		1.76216E-4	0.00234258	0.141405	2.100840336134454E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	R1881	drug:3049	GSE22606		1.89458E-4	0.00235735	1.24181	4.257130693912303E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Vanadiumpentoxide	drug:3557	GSE5339		3.08671E-4	0.00206819	0.294723	3.581661891117478E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Insulin	drug:3368	GSE22309		4.53991E-4	0.00675962	0.12612	0.001319261213720317
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Bexarotene	drug:2680	GSE6914	DB00307	4.88388E-4	0.0012165	0.440102	1.636393388970708E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Naturalalphainterferon	drug:2473	GSE5542	DB05258	5.06116E-4	0.00177443	0.0145109	3.61794500723589E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cisplatin	drug:3155	GSE47856	DB00515	6.37221E-4	0.00670771	0.244887	3.699593044765076E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Doxorubicin	drug:3261	GSE6930	DB00997	7.89378E-4	0.00714323	0.554443	6.839945280437756E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cisplatin	drug:3154	GSE47856	DB00515	8.6251E-4	0.0363925	0.348128	0.002016129032258064
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Vanadiumpentoxide	drug:3556	GSE5339		0.00107146	0.00738571	0.168718	4.782400765184123E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Vanadiumpentoxide	drug:3558	GSE5339		0.00123256	0.00238201	0.178384	1.523925632429137E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Lapatinib	drug:3252	GSE38376	DB01259	0.00127865	0.0153915	0.559643	8.35421888053467E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	2,3,7,8-tetrachlorodibenzo-p-dioxin	drug:3189	GSE24193		0.00179416	0.0204205	0.750528	8.216926869350862E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Lipopolysaccharide	drug:3484	GSE5504		0.00193524	0.0260482	0.295	5.387931034482759E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Lapatinib	drug:3245	GSE38376	DB01259	0.00200101	0.0377769	0.548997	0.001703577512776831
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Imatinib	drug:2519	GSE1922	DB00619	0.00222935	0.00658001	0.239183	2.31696014828545E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Imatinib	drug:2764	GSE24493	DB00619	0.00253569	0.00583213	0.1704	1.539882968894364E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Calcitriol	drug:3129	GSE52819		0.00294038	0.0140651	0.24071	2.928257686676427E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Alfacalcidol	drug:3364	GSE15947	DB01436	0.00299315	0.0245021	0.26655	5.963029218843172E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Y15	drug:2554	GSE43452		0.00373361	0.0315747	0.241837	8.718395815170009E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Plx4032	drug:2565	GSE24862	DB05238	0.00403169	0.0301652	0.13	4.128819157720892E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Trovafloxacin	drug:2623	GSE9166	DB00685	0.00599053	0.0176636	0.665427	5.733944954128441E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Ribavirin	drug:2481	GSE23031	DB00811	0.00612657	0.0166261	0.24086	1.899335232668566E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	0.00627433	0.0251392	0.375989	4.775549188156638E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Doxorubicin	drug:3264	GSE6930	DB00997	0.00677442	0.032458	0.402382	5.753739930955121E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cytarabine	drug:3424	GSE6930	DB00987	0.00681652	0.0168521	0.150703	3.41180484476288E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		0.00694384	0.0212694	0.28666	2.619172341540073E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Chlorpyrifos	drug:3571	GSE5023		0.00823003	0.021574	0.0113077	2.67379679144385E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Mesalazine	drug:3195	GSE38713	DB00244	0.0087034	0.0408393	0.469335	4.342162396873643E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Cytarabine	drug:3374	GSE6930	DB00987	0.0106238	0.0430452	0.304805	6.596306068601583E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Argyrina	drug:3054	GSE8565		0.0115566	0.0334733	0.131784	2.547121752419766E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Actinomycind	drug:3098	GSE6400		0.0140795	0.0246592	0.137703	1.133529811834051E-4
PXDN	7837	Novel DORGE-TSG	0.790557796005509	Tretinoin	drug:2828	GSE23702	DB00755	0.0286652	0.0351895	0.12	1.083071591032167E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	1.15478E-6	6.5773E-5	0.128654	4.775549188156638E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Bisphenola	drug:2663	GSE17624		2.62246E-6	2.87817E-5	0.52577	1.974333662388944E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Bexarotene	drug:2680	GSE6914	DB00307	7.44216E-6	4.0402E-5	1.07539	1.636393388970708E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Imatinib	drug:2526	GSE22433	DB00619	2.81076E-5	2.96603E-4	0.460898	2.952465308532625E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Bpde	drug:3379	GSE19510		3.16117E-5	1.74224E-4	0.16021	1.636125654450262E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Bicalutamide	drug:3088	GSE7708	DB01128	4.46152E-5	2.1131E-4	0.335397	1.213444970270598E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Actinomycind	drug:3098	GSE6400		9.58269E-5	4.25136E-4	0.352305	1.133529811834051E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Mk-886	drug:3192	GSE3202		1.18484E-4	9.92948E-4	0.267072	2.081165452653486E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		2.25699E-4	0.00122501	0.281458	2.052123948286476E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Interferongamma-1b	drug:2476	GSE5542	DB00033	2.62302E-4	9.57476E-4	0.297346	3.139717425431711E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Chlorpyrifos	drug:3571	GSE5023		7.05137E-4	0.00339636	0.345282	2.67379679144385E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Apratoxina	drug:3070	GSE2742		9.33207E-4	0.00918503	0.919522	3.802281368821293E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Doxycycline	drug:3040	GSE41035	DB00254	0.00171293	0.0424555	0.14192	0.002173913043478261
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	4-hydroxynonenal	drug:3080	GSE2397		0.00197138	0.00780103	0.294439	2.170138888888889E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Dexamethasone	drug:3169	GSE34313	DB01234	0.00244669	0.0104797	0.489598	2.454590083456063E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Sirolimus	drug:2459	GSE5824	DB00877	0.0024521	0.0425782	0.36808	0.002475247524752475
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00250003	0.00678066	1.64004	1.329080276448698E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Decitabine	drug:2703	GSE9118	DB01262	0.00285865	0.0413737	0.271879	0.001582278481012658
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	4-hydroxynonenal	drug:3082	GSE2397		0.00487441	0.0141551	0.0172983	1.68123739071957E-4
CCBL2	56267	Novel DORGE-TSG	0.803661075909962	Apratoxina	drug:3071	GSE2742		0.00532465	0.0328097	0.329939	9.861932938856016E-4
